file,filter,quality_flag,mean,median,std,min_value,max_value,saturation_fraction,bad_pixel_fraction
qatar1b-170.fit,R,ok,90.65857811802645,84.41853360526821,183.7664476229746,-1559.0136865427057,28857.429606091744,0.0,0.0005004268346530864
qatar1b-171.fit,R,ok,91.12107703167452,84.87566242688008,182.35446918226427,-1561.9162771879032,25523.353254387624,0.0,0.0004765093756439316
qatar1b-172.fit,R,ok,92.34080090649061,85.94397560037982,196.19626401115866,-1576.4292304138903,30192.12113232209,0.0,0.00044707250301727943
qatar1b-173.fit,R,ok,91.03976732113522,84.88954092217382,182.88067583274562,-1595.7798347152066,26650.14487870406,0.0,0.0004415530893997822
qatar1b-174.fit,R,ok,90.99183641812675,84.75428317113635,193.75368954838535,-1546.4357937468503,29850.99019531009,0.0,0.0004268346530864561
qatar1b-175.fit,R,ok,89.64390432776766,83.53076680066015,182.18388870265264,-1494.1891621332966,25985.231039644572,0.0,0.000526184098201407
qatar1b-176.fit,R,ok,89.85342266921165,83.93607046045727,170.6107686274872,-1572.5591095536272,23724.520134766382,0.0,0.0004967472255747549
qatar1b-177.fit,R,ok,89.03165545726422,83.23721665562613,168.32201875192064,-1579.3318210590878,23472.124628696398,0.0,0.0005758588207588826
qatar1b-178.fit,R,ok,89.55989704574039,83.71087887831355,174.6252029524507,-1527.085189445534,26398.06560962694,0.0,0.0005390627299755674
qatar1b-179.fit,R,ok,88.5762078628416,82.88488392540108,168.4215799301126,-1566.7539282632322,23935.42140369738,0.0,0.0005225044891230756
qatar1b-180.fit,R,ok,86.88491239018737,81.43826879024164,156.11109260382113,-1547.4033239619162,21652.160223301413,0.0,0.0006899267021871596
qatar1b-181.fit,R,ok,85.30441250037406,80.27591480898838,145.60139079134902,-1529.0202498756657,20286.956541602227,0.0,0.0007543198610579612
qatar1b-182.fit,R,ok,84.664273551344,79.75654481011284,146.79770508990782,-3450.783069004676,21333.214241832033,0.0,0.0007469606429012981
