frame_index,file,time_jd,target_flux,comparison_flux,differential_flux,differential_mag,n_comparisons_used,relative_flux
80,ali_cal_qatar1b-081.fit,2458040.331747685,121045.02794633877,339073.20720644563,0.3569878874936886,1.1183662978420237,5,1.0035074816152134
81,ali_cal_qatar1b-082.fit,2458040.3327893517,120288.77289275384,339822.1054653868,0.3539757154056185,1.127566329590228,5,0.9950401432763342
82,ali_cal_qatar1b-083.fit,2458040.3338194443,119917.2411925599,340005.03345743055,0.3526925468518802,1.1315092945178502,5,0.9914331042451499
83,ali_cal_qatar1b-084.fit,2458040.3348726854,120998.72956076234,339271.2092733265,0.3566430815627575,1.1194154908512757,5,1.0025382181093172
84,ali_cal_qatar1b-085.fit,2458040.335914352,121570.32755165192,340519.7540554125,0.3570140237205413,1.1182868105260466,5,1.0035809516126748
85,ali_cal_qatar1b-086.fit,2458040.3369560186,121396.58693271846,341388.97757178545,0.3555960939224871,1.1226075455567728,5,0.999595093238761
86,ali_cal_qatar1b-087.fit,2458040.337997685,121509.74820871274,338915.1857742428,0.35852553473261145,1.1136997694566184,5,1.0078298705880644
87,ali_cal_qatar1b-088.fit,2458040.339039352,120597.82412694179,337569.3044888564,0.35725352549323064,1.1175586918939056,5,1.0042542008437376
88,ali_cal_qatar1b-089.fit,2458040.3400694444,120853.41500131054,337976.5010579993,0.3575793424187535,1.1165689465351238,5,1.0051700854825543
89,ali_cal_qatar1b-090.fit,2458040.341111111,120560.23641165976,340341.8132310987,0.354232808678718,1.1267780434361565,5,0.9957628429310468
90,ali_cal_qatar1b-091.fit,2458040.3421527776,121343.24259548882,339199.5356403277,0.3577341058749439,1.116099132104591,5,1.005605131856979
91,ali_cal_qatar1b-092.fit,2458040.3432060187,121064.07802760127,336998.38405320136,0.35924231021976977,1.1115312985192345,5,1.0098447556561594
92,ali_cal_qatar1b-093.fit,2458040.3442361113,119762.24377289212,339845.00727642345,0.35240254000695026,1.1324024249758322,5,0.9906178832003968
93,ali_cal_qatar1b-094.fit,2458040.345277778,118491.79053347021,337334.53167776123,0.35125900080297584,1.1359313460162213,5,0.9874033479544946
94,ali_cal_qatar1b-095.fit,2458040.3463310185,118907.47562640198,335358.0559429809,0.35456871698534403,1.125748960331561,5,0.9967070948528768
95,ali_cal_qatar1b-096.fit,2458040.347361111,118645.74025044983,335685.281359904,0.3534433793754697,1.1292003725907334,5,0.9935437250288184
96,ali_cal_qatar1b-097.fit,2458040.3483912037,117942.89906560231,335334.58744834026,0.35171707148691284,1.1345163789472565,5,0.9886910032911129
97,ali_cal_qatar1b-098.fit,2458040.3494328703,118708.93399284291,335587.6578710101,0.35373450485616814,1.128306437699878,5,0.9943620906042467
98,ali_cal_qatar1b-099.fit,2458040.350474537,118924.52467156474,338056.90735588694,0.3517884772766019,1.1342959745695023,5,0.9888917278722372
99,ali_cal_qatar1b-100.fit,2458040.3515162035,117837.19634605676,334490.8692684035,0.35228823018036215,1.1327546654864946,5,0.9902965536252992
100,ali_cal_qatar1b-101.fit,2458040.352546296,117686.11433943534,336508.7131779859,0.3497267967536665,1.1406777248003235,5,0.9830962600091921
101,ali_cal_qatar1b-102.fit,2458040.3535763887,118645.48546177482,336993.66982544883,0.35207036833430466,1.13342631342816,5,0.9896841351087716
102,ali_cal_qatar1b-103.fit,2458040.3546296298,117108.48200432351,335539.1264182133,0.3490158755982467,1.1428870448663433,5,0.9810978317058932
103,ali_cal_qatar1b-104.fit,2458040.3556712964,116785.52710945059,335517.35710498114,0.34807596279708763,1.1458149172634928,5,0.9784556985661638
104,ali_cal_qatar1b-105.fit,2458040.356701389,117093.71275715946,336552.097429325,0.34792150651133236,1.1462968120738766,5,0.9780215156603344
105,ali_cal_qatar1b-106.fit,2458040.3577430556,116693.27397641828,333988.57856592943,0.3493930076216154,1.141714476929763,5,0.9821579651733455
106,ali_cal_qatar1b-107.fit,2458040.358784722,116252.32536210844,333987.38776786055,0.3480739980604003,1.1458210457871563,5,0.9784501756113684
107,ali_cal_qatar1b-108.fit,2458040.359837963,116094.24666014398,334694.78886101395,0.34686601203209505,1.149595631989423,5,0.9750544777192027
108,ali_cal_qatar1b-109.fit,2458040.3608680554,115250.62759816303,332254.3257387469,0.3468747241797692,1.1495683621646662,5,0.9750789679209106
109,ali_cal_qatar1b-110.fit,2458040.3619097224,116156.24052348893,336192.0040783817,0.34550566079616696,1.1538620817780125,5,0.9712304750269476
110,ali_cal_qatar1b-111.fit,2458040.362962963,117117.45882022561,336299.85241930373,0.3482530782505423,1.145262590265625,5,0.9789535773146537
111,ali_cal_qatar1b-112.fit,2458040.3639930557,117846.76891276281,334859.18565044005,0.3519293301865197,1.133861342663748,5,0.9892876711349123
112,ali_cal_qatar1b-113.fit,2458040.3650231482,118115.96838752464,335645.96435893094,0.35190641607480955,1.1339320372279968,5,0.9892232586342611
113,ali_cal_qatar1b-114.fit,2458040.366053241,117975.81520300721,338565.5189101037,0.34845785708713084,1.1446243462192698,5,0.9795292189590686
114,ali_cal_qatar1b-115.fit,2458040.3671064815,115150.39961367077,332949.2108886433,0.3458497447894041,1.1527813511530323,5,0.9721977091366025
115,ali_cal_qatar1b-116.fit,2458040.368148148,116830.79309502189,333596.8214775899,0.3502155463518715,1.1391614478517864,5,0.9844701550224896
116,ali_cal_qatar1b-117.fit,2458040.3691782407,117882.70911649044,334197.1835894995,0.35273399928255506,1.1313816939758594,5,0.9915496287149447
117,ali_cal_qatar1b-118.fit,2458040.3702314813,115781.24562746391,335693.5133057891,0.34490164700321974,1.155761829370722,5,0.9695325676708275
118,ali_cal_qatar1b-119.fit,2458040.3712731483,115406.55363995212,333728.4144596725,0.3458097921533072,1.1529067828754833,5,0.9720854006504099
119,ali_cal_qatar1b-120.fit,2458040.372303241,117393.54311463931,331987.45517622,0.3536083706907734,1.128693657070319,5,0.9940075223314978
120,ali_cal_qatar1b-121.fit,2458040.3733333335,115530.47578219588,333613.60144947504,0.34630025658499025,1.1513679666692,5,0.9734641161304101
121,ali_cal_qatar1b-122.fit,2458040.374363426,114271.34982883275,331536.4016187994,0.344672106202751,1.1564846549295087,5,0.9688873191381013
122,ali_cal_qatar1b-123.fit,2458040.3754050927,117015.20842370222,332935.7891606444,0.3514647936129251,1.135295429849432,5,0.9879818399192964
123,ali_cal_qatar1b-124.fit,2458040.3764351853,115540.89726708115,332090.7902976097,0.3479196070554588,1.1463027395994883,5,0.9780161762125635
124,ali_cal_qatar1b-125.fit,2458040.377465278,115722.09940840877,328869.69912370323,0.35187826582004533,1.1340188926301482,5,0.989144127122367
125,ali_cal_qatar1b-126.fit,2458040.3785069445,115545.8241678677,333983.32050629915,0.3459628582430614,1.152426308841178,5,0.9725156756586975
126,ali_cal_qatar1b-127.fit,2458040.379537037,117271.24412562844,331264.78826366784,0.35401059297702125,1.1274593562163415,5,0.9951381855491097
127,ali_cal_qatar1b-128.fit,2458040.3805671297,116554.93055426804,332870.50634340115,0.3501509696206782,1.1393616667190258,5,0.9842886272027483
128,ali_cal_qatar1b-129.fit,2458040.3815972223,115776.97776323909,331156.56651214295,0.34961401787270235,1.1410279063218232,5,0.982779233984555
129,ali_cal_qatar1b-130.fit,2458040.382627315,116968.8420641431,330469.82682008704,0.3539471158068019,1.127654055592342,5,0.9949597486400198
130,ali_cal_qatar1b-131.fit,2458040.3836574075,115710.04476145998,332207.5117125752,0.3483065273417776,1.1450959667258345,5,0.9791038248855636
131,ali_cal_qatar1b-132.fit,2458040.384710648,116512.86932948293,333847.04370923334,0.3490007520658494,1.142934092933737,5,0.9810553188407769
132,ali_cal_qatar1b-133.fit,2458040.3857523147,115679.38088669616,332495.6684607968,0.34791244476117267,1.146325090861393,5,0.9779960427118105
133,ali_cal_qatar1b-134.fit,2458040.3867824073,116430.33253746288,330332.00134626986,0.3524645873331994,1.1322112768116517,5,0.9907923007598898
134,ali_cal_qatar1b-135.fit,2458040.387824074,115258.9478091112,330477.1210002556,0.34876528656584993,1.1436668698643158,5,0.9803934157365268
135,ali_cal_qatar1b-136.fit,2458040.388865741,115314.3529642155,331143.60080879164,0.3482306548656518,1.1453325011039108,5,0.9788905442670657
136,ali_cal_qatar1b-137.fit,2458040.3899074076,115437.62084002275,331129.2268519717,0.34861803634032,1.1441253692236817,5,0.9799794893592869
137,ali_cal_qatar1b-138.fit,2458040.390949074,115508.45158358425,331842.54419218545,0.34808210582151256,1.1457957557990908,5,0.9784729668578513
138,ali_cal_qatar1b-139.fit,2458040.391990741,116995.89856424351,334785.1980287909,0.34946556554206465,1.1414890271335327,5,0.9823619284409298
139,ali_cal_qatar1b-140.fit,2458040.3930208334,116298.45774385068,330100.2985608081,0.35231248881293337,1.1326799040649946,5,0.9903647456288147
140,ali_cal_qatar1b-141.fit,2458040.394074074,116700.36234726207,333304.11379848403,0.3501317791049504,1.1394211736474966,5,0.9842346818819586
141,ali_cal_qatar1b-142.fit,2458040.3951157406,116693.51196139325,329808.4775789351,0.35382205096127123,1.1280377610107863,5,0.9946081862689317
142,ali_cal_qatar1b-143.fit,2458040.396157407,115723.20613635084,329018.7342327632,0.3517222397873638,1.13450042473251,5,0.9887055315940371
143,ali_cal_qatar1b-144.fit,2458040.3971875,116925.68468548835,332934.90178705886,0.3511968377538039,1.1361235080556145,5,0.9872286050931554
144,ali_cal_qatar1b-145.fit,2458040.398240741,117379.27664602782,331866.2036282035,0.35369457740122956,1.128428996086362,5,0.9942498529033151
145,ali_cal_qatar1b-146.fit,2458040.3992708335,116783.21518778251,331995.6211236642,0.35176131176827247,1.1343798195976378,5,0.9888153645226517
146,ali_cal_qatar1b-147.fit,2458040.4003125,117833.09159892713,332170.7009804806,0.3547365593988718,1.1252351263181124,5,0.9971789067087073
147,ali_cal_qatar1b-148.fit,2458040.4013657407,116631.6424407543,331327.17640061094,0.35201351035489414,1.133601669713904,5,0.9895243050144551
148,ali_cal_qatar1b-149.fit,2458040.4023958333,117114.22015572837,330501.949587641,0.35435258491469973,1.1264109870494756,5,0.9960995388054398
149,ali_cal_qatar1b-150.fit,2458040.403449074,117907.76328266857,329950.2796669259,0.35735009347981955,1.1172652498874154,5,1.0045256573844814
150,ali_cal_qatar1b-151.fit,2458040.404490741,116893.16695184974,330970.14125665824,0.3531834216464932,1.1299992257629632,5,0.9928129732720484
151,ali_cal_qatar1b-152.fit,2458040.4055324076,117037.31363683144,330242.72781629127,0.3543978527876545,1.1262722951601116,5,0.9962267886387769
152,ali_cal_qatar1b-153.fit,2458040.406574074,116961.4628470592,330973.1427300748,0.3533865675090354,1.1293749059439178,5,0.9933840245599549
153,ali_cal_qatar1b-154.fit,2458040.407615741,118104.74911938468,330164.33034322114,0.3577150475237871,1.116156976444082,5,1.0055515580561776
154,ali_cal_qatar1b-155.fit,2458040.4086458334,117788.86832623297,330682.3491417734,0.35619944225004085,1.1207669122655934,5,1.0012911299445748
155,ali_cal_qatar1b-156.fit,2458040.409699074,118805.30915967342,329939.43703024206,0.3600821721374999,1.108995950626032,5,1.0122056416903689
156,ali_cal_qatar1b-158.fit,2458040.411770833,118369.66438551969,329838.12886175606,0.3588719860678435,1.1126511045917868,5,1.0088037593924208
157,ali_cal_qatar1b-159.fit,2458040.4128240743,116976.43782822909,327997.5453935961,0.3566381501052323,1.1194305038972938,5,1.002524355581497
158,ali_cal_qatar1b-160.fit,2458040.413865741,117228.22404099729,322876.4004190186,0.36307461272753994,1.1000102930152145,5,1.0206175139851883
159,ali_cal_qatar1b-161.fit,2458040.4148958335,116665.87157926653,326068.3955857245,0.3577957053142081,1.1159121916290962,5,1.005778290387928
160,ali_cal_qatar1b-162.fit,2458040.415949074,117160.83664675802,326094.97896881803,0.3592843932072969,1.1114041187693466,5,1.0099630526469303
161,ali_cal_qatar1b-163.fit,2458040.4169791667,114935.46562925776,322568.22155681753,0.3563136662208769,1.1204188004900317,5,1.0016122181756588
162,ali_cal_qatar1b-164.fit,2458040.4180092593,114637.08348351215,320311.6526837132,0.3578923293081341,1.1156190243159205,5,1.0060499043675757
163,ali_cal_qatar1b-165.fit,2458040.419050926,113246.76316469429,319611.23393405526,0.35432660413951617,1.1264905950546007,5,0.9960265057889475
164,ali_cal_qatar1b-166.fit,2458040.4200925925,108540.57781694057,305126.4769044239,0.35572323620719154,1.1222194133149448,5,0.9999524953759212
165,ali_cal_qatar1b-167.fit,2458040.421134259,112559.7769805787,314833.8053101624,0.35752125433191345,1.116745336652466,5,1.0050067975061863
166,ali_cal_qatar1b-168.fit,2458040.4221643517,106945.20876496947,303089.02566992526,0.3528508118318893,1.1310221975322194,5,0.9918779935455456
167,ali_cal_qatar1b-169.fit,2458040.4232060187,109904.25585333543,306920.553726334,0.35808698543966416,1.115028657498516,5,1.006597090676064
168,ali_cal_qatar1b-170.fit,2458040.4242361113,107478.22784732036,301946.2536132609,0.3559515197197337,1.1215228713034344,5,1.0005942096211125
169,ali_cal_qatar1b-171.fit,2458040.425266204,107231.13971874429,302203.0486402396,0.3548314294022844,1.1249447981192926,5,0.9974455901496325
170,ali_cal_qatar1b-172.fit,2458040.426296296,107916.53874432533,307974.0635896765,0.35040788008728524,1.1385653395936255,5,0.9850108129809703
171,ali_cal_qatar1b-173.fit,2458040.4273263887,106737.0615194522,298130.9963632934,0.3580206782302691,1.1152297226224763,5,1.0064106984116652
172,ali_cal_qatar1b-174.fit,2458040.4283564813,106977.99083028219,298544.54072043876,0.3583317603869965,1.114286742147401,5,1.0072851630156734
173,ali_cal_qatar1b-175.fit,2458040.429386574,105298.38167696357,293450.10140890605,0.3588289156194097,1.1127814183343665,5,1.0086826866088503
174,ali_cal_qatar1b-176.fit,2458040.4304166664,101743.30776308043,287699.3401867963,0.35364456413775897,1.1285825326511292,5,0.9941092635840945
175,ali_cal_qatar1b-177.fit,2458040.431446759,99886.82303755173,284204.05255379254,0.3514616422249845,1.135305165081479,5,0.9879729812395298
176,ali_cal_qatar1b-178.fit,2458040.4324768516,99928.30092528247,280132.38742458064,0.35671812832490113,1.119187048413194,5,1.0027491776122035
177,ali_cal_qatar1b-179.fit,2458040.433506944,97938.89811497924,272653.21247100143,0.3592068372397986,1.111638513619462,5,1.009745039665664
178,ali_cal_qatar1b-180.fit,2458040.434537037,93745.88165024569,263179.5154504091,0.3562050849201074,1.1207497129049795,5,1.0013069917197959
179,ali_cal_qatar1b-181.fit,2458040.4355671294,86366.8836186445,244495.48578520474,0.3532453097907906,1.129808989448695,5,0.9929869433645963
180,ali_cal_qatar1b-182.fit,2458040.436597222,84222.53070051018,238510.4988247859,0.35311875626230427,1.1301980345765297,5,0.9926311962451282
