frame_index,file,time_jd,exptime,source_id,role,x,y,aperture_sum,background_median,background_total,net_flux,aperture_radius,annulus_r_in,annulus_r_out
2,ali_cal_qatar1b-003.fit,2458040.2508564815,80.0,comp_4,comparison,808.956137043867,417.01166490972884,78293.52291473217,81.58790372184316,5488.190866293435,72805.33204843874,4.627290653362406,7.86639411071609,11.105497568069774
2,ali_cal_qatar1b-003.fit,2458040.2508564815,80.0,comp_5,comparison,799.6801733431622,175.93784172395294,229271.21027983812,93.96971148565123,5722.517183455401,223548.69309638272,4.402756527667466,7.484686097034692,10.566615666401919
2,ali_cal_qatar1b-003.fit,2458040.2508564815,80.0,comp_6,comparison,613.5597048670753,372.0414332902291,46566.54060430856,79.34711269289647,5643.700981560062,40922.8396227485,4.75818690445653,8.088917737576102,11.419648570695673
2,ali_cal_qatar1b-003.fit,2458040.2508564815,80.0,comp_7,comparison,817.5070298582079,137.52944163754398,44311.28199730345,84.050010933932,6064.304097007626,38246.977900295824,4.792329405181832,8.146959988809114,11.501590572436395
2,ali_cal_qatar1b-003.fit,2458040.2508564815,80.0,comp_8,comparison,26.79373853050334,531.6622334299183,54480.128754160934,72.00235819803363,6421.9850427443735,48058.14371141656,5.328271527195795,9.058061596232852,12.787851665269908
3,ali_cal_qatar1b-004.fit,2458040.251886574,80.0,target,target,469.8893388704945,203.85234064570346,122109.95837987302,86.83914937599691,4362.313867283061,117747.64451258996,3.9987636737532206,6.797898245380475,9.59703281700773
3,ali_cal_qatar1b-004.fit,2458040.251886574,80.0,comp_1,comparison,443.96934307206834,45.441829950395785,69544.14280510323,82.53570734110455,4621.601167116467,64922.54163798676,4.221826260552855,7.177104642939853,10.13238302532685
3,ali_cal_qatar1b-004.fit,2458040.251886574,80.0,comp_2,comparison,491.08079440419,39.01496229990156,58659.206736648615,80.69196084559326,4692.588574704259,53966.61816194435,4.302453334239982,7.31417066820797,10.325888002175956
3,ali_cal_qatar1b-004.fit,2458040.251886574,80.0,comp_3,comparison,150.15640678821916,111.5545806996876,77435.70073817618,81.69732828467514,5157.693719171589,72278.0070190046,4.48279533088601,7.620752062506216,10.758708794126422
3,ali_cal_qatar1b-004.fit,2458040.251886574,80.0,comp_4,comparison,809.1318831112762,417.38477874658474,78765.07412582758,81.44659891789476,4853.714871232016,73911.35925459556,4.355376635863524,7.404140280967991,10.452903926072457
3,ali_cal_qatar1b-004.fit,2458040.251886574,80.0,comp_5,comparison,799.8728661507853,176.27420453218315,228331.5447536922,95.55241735803827,4717.029589114654,223614.51516457755,3.964044530987358,6.738875702678508,9.513706874369658
3,ali_cal_qatar1b-004.fit,2458040.251886574,80.0,comp_6,comparison,613.8891235308332,372.18835079924315,46874.84012300665,81.44746824134323,5398.828564339231,41476.01155866742,4.593418737591006,7.80881185390471,11.024204970218413
3,ali_cal_qatar1b-004.fit,2458040.251886574,80.0,comp_7,comparison,817.7743459720675,137.93577313952557,43822.1278275299,86.82169789947253,5464.381136231744,38357.746691298154,4.4759107492484125,7.609048273722301,10.74218579819619
3,ali_cal_qatar1b-004.fit,2458040.251886574,80.0,comp_8,comparison,26.744265896116723,532.0480943224297,54934.91880318493,75.97468693445524,6275.236609784097,48659.68219340083,5.127499856670989,8.71674975634068,12.305999656010373
4,ali_cal_qatar1b-005.fit,2458040.2529166667,80.0,target,target,470.539269351417,203.61633731977136,121232.67191036476,86.22684990095534,4290.44439834598,116942.22751201878,3.9797422208321516,6.765561775414658,9.551381329997163
4,ali_cal_qatar1b-005.fit,2458040.2529166667,80.0,comp_1,comparison,444.54193741574585,45.27397892722239,69502.2552688517,85.08056250208645,4666.376813944888,64835.878454906815,4.178301647501025,7.103112800751742,10.027923954002459
4,ali_cal_qatar1b-005.fit,2458040.2529166667,80.0,comp_2,comparison,491.58317182145464,38.657470910994725,57548.28383751488,77.08558572651393,4116.880268833966,53431.403568680915,4.123087899948608,7.009249429912633,9.895410959876658
4,ali_cal_qatar1b-005.fit,2458040.2529166667,80.0,comp_3,comparison,150.8213079313258,111.3363836867668,77434.80919007977,83.75279609768907,5255.669054789373,72179.1401352904,4.4692990102762415,7.59780831746961,10.726317624662979
4,ali_cal_qatar1b-005.fit,2458040.2529166667,80.0,comp_4,comparison,809.7726271466059,417.2143991749913,77708.02381065192,81.2855670773926,4754.162679940057,72953.86113071187,4.314747273397621,7.335070364775955,10.355393456154289
4,ali_cal_qatar1b-005.fit,2458040.2529166667,80.0,comp_5,comparison,800.4225419610668,175.98191459593795,229165.8110129815,98.15291025892431,4921.633332334344,224244.17768064715,3.995104104677465,6.79167697795169,9.588249851225916
4,ali_cal_qatar1b-005.fit,2458040.2529166667,80.0,comp_6,comparison,614.1925288936815,372.1307937507222,45647.32924398303,79.94138217338583,4972.933354993672,40674.39588898936,4.449851897079455,7.564748225035073,10.679644552990691
4,ali_cal_qatar1b-005.fit,2458040.2529166667,80.0,comp_7,comparison,818.0328755981938,137.6874081378721,44435.51792749106,82.84399227464822,5265.3039486621765,39170.213978828884,4.497863559864034,7.6463680517688575,10.794872543673682
4,ali_cal_qatar1b-005.fit,2458040.2529166667,80.0,comp_8,comparison,27.268547365447237,531.9378293977593,54817.674157599264,73.64714202233351,6143.932089641605,48673.74206795766,5.153120735707677,8.760305250703052,12.367489765698425
5,ali_cal_qatar1b-006.fit,2458040.2539467593,80.0,target,target,469.8861098403245,204.05834586664375,122431.77152586097,88.78930957966821,4683.351054019969,117748.420471841,4.097538855972452,6.9658160551531685,9.834093254333885
5,ali_cal_qatar1b-006.fit,2458040.2539467593,80.0,comp_1,comparison,444.06846523428726,45.56314223229024,68534.88236272687,83.91946314789153,4546.839795390168,63988.042567336706,4.152871961130343,7.059882333921582,9.966892706712821
5,ali_cal_qatar1b-006.fit,2458040.2539467593,80.0,comp_2,comparison,491.1828266159004,39.08873581413216,58366.86671960737,78.8551850021943,4680.405580191087,53686.461139416286,4.346620064211711,7.389254109159909,10.431888154108107
5,ali_cal_qatar1b-006.fit,2458040.2539467593,80.0,comp_3,comparison,150.36617623683202,111.67823623827763,76523.0990733346,84.92128426704005,5278.973887077244,71244.12518625736,4.448274135397787,7.562066030176237,10.675857924954688
5,ali_cal_qatar1b-006.fit,2458040.2539467593,80.0,comp_4,comparison,809.2231415111165,417.3187667617177,77831.83757855267,83.37229500420521,5163.618039874313,72668.21953867836,4.440084548548651,7.548143732532706,10.656202916516762
5,ali_cal_qatar1b-006.fit,2458040.2539467593,80.0,comp_5,comparison,799.8795017337761,176.39588241395774,228610.46093541826,94.00875668812671,4965.82049593796,223644.6404394803,4.1004962352906515,6.970843599994107,9.841190964697564
5,ali_cal_qatar1b-006.fit,2458040.2539467593,80.0,comp_6,comparison,613.9305398651976,372.3230640386378,46378.77620564522,80.39290234620297,5104.268149602263,41274.508056042956,4.49555122436909,7.642437081427453,10.789322938485816
5,ali_cal_qatar1b-006.fit,2458040.2539467593,80.0,comp_7,comparison,817.6967115342834,137.97464859972365,44334.26876343382,84.52356334502372,5573.176437837026,38761.092325596794,4.581287648109873,7.788189001786784,10.995090355463695
5,ali_cal_qatar1b-006.fit,2458040.2539467593,80.0,comp_8,comparison,26.879652700734297,532.1811697808139,54762.03774181595,71.86420029289245,6135.118000152994,48626.919741662954,5.212909978611975,8.861946963640358,12.51098394866874
6,ali_cal_qatar1b-007.fit,2458040.254976852,80.0,target,target,470.7001829782904,204.1433052893654,120876.12269862377,90.27732097263852,4136.875516290723,116739.24718233306,3.819196103962639,6.492633376736486,9.166070649510333
6,ali_cal_qatar1b-007.fit,2458040.254976852,80.0,comp_1,comparison,444.555245306868,45.732713971460065,67555.04651741825,78.76555591392086,3984.571908941275,63570.47460847697,4.012801958944645,6.821763330205896,9.630724701467148
6,ali_cal_qatar1b-007.fit,2458040.254976852,80.0,comp_2,comparison,491.88463740768105,39.32417371515033,58294.01490531025,79.0129825038677,4359.3927443426865,53934.62216096756,4.190721830830926,7.124227112412574,10.057732393994222
6,ali_cal_qatar1b-007.fit,2458040.254976852,80.0,comp_3,comparison,150.8913570480658,111.79162538712816,77510.85671261893,86.61218934500975,5404.380413846455,72106.47629877247,4.456649821615237,7.576304696745902,10.695959571876568
6,ali_cal_qatar1b-007.fit,2458040.254976852,80.0,comp_4,comparison,809.9539018302361,417.5439367966155,77626.4739952324,81.86405263914115,4745.599063755233,72880.87493147717,4.295601301592747,7.302522212707669,10.309443123822591
6,ali_cal_qatar1b-007.fit,2458040.254976852,80.0,comp_5,comparison,800.5611934023409,176.55294622688135,228334.4995862935,97.68334036036048,4625.895899523986,223708.60368676952,3.882511404997932,6.600269388496485,9.318027371995036
6,ali_cal_qatar1b-007.fit,2458040.254976852,80.0,comp_6,comparison,614.4043723691723,372.3894896528228,45638.77479173164,81.44895927195594,5176.930945650304,40461.843846081334,4.497989941921988,7.646582901267379,10.79517586061277
6,ali_cal_qatar1b-007.fit,2458040.254976852,80.0,comp_7,comparison,818.1989252246532,138.07746405121023,44091.530723616,83.64296508811567,5234.327379792,38857.203343824,4.463142925711251,7.587342973709127,10.711543021707003
6,ali_cal_qatar1b-007.fit,2458040.254976852,80.0,comp_8,comparison,27.40974666712256,532.238214019657,54193.07673120477,72.61061828232985,5833.504929129177,48359.57180207559,5.056963055511796,8.596837194370053,12.136711333228309
7,ali_cal_qatar1b-008.fit,2458040.2560069445,80.0,target,target,470.0506095189091,203.68566471702593,120743.77943590224,86.14565123547341,4437.881908063407,116305.89752783882,4.049451997290662,6.8840683953941255,9.718684793497589
7,ali_cal_qatar1b-008.fit,2458040.2560069445,80.0,comp_1,comparison,443.99785008832544,45.240651895923605,68165.41065208119,79.42985083061859,4380.7364664638035,63784.67418561739,4.189929872350585,7.122880782995994,10.055831693641403
7,ali_cal_qatar1b-008.fit,2458040.2560069445,80.0,comp_2,comparison,491.2819370120492,38.773031922321444,58172.438888673976,82.56555900477072,4703.7633403981645,53468.67554827581,4.258418426238897,7.239311324606125,10.220204222973353
7,ali_cal_qatar1b-008.fit,2458040.2560069445,80.0,comp_3,comparison,150.3205417392512,111.24561896445772,76979.98775738565,83.47042820592642,5432.651593275817,71547.33616410983,4.551606089739711,7.7377303525575085,10.923854615375307
7,ali_cal_qatar1b-008.fit,2458040.2560069445,80.0,comp_4,comparison,809.1977505360263,417.0193752897811,78244.20338416967,79.7180759737965,4885.694648403781,73358.50873576589,4.416821210796451,7.508596058353967,10.600370905911483
7,ali_cal_qatar1b-008.fit,2458040.2560069445,80.0,comp_5,comparison,799.8691406640474,175.9591436030302,228800.9008991294,97.09631608411877,5167.45031068038,223633.45058844902,4.11587182729399,6.996982106399783,9.878092385505576
7,ali_cal_qatar1b-008.fit,2458040.2560069445,80.0,comp_6,comparison,613.7010285649983,371.9791698671296,45636.866039976056,79.80785024908815,5032.335820860855,40604.5302191152,4.480093366052726,7.616158722289634,10.752224078526542
7,ali_cal_qatar1b-008.fit,2458040.2560069445,80.0,comp_7,comparison,817.6314795444279,137.56031063998563,44172.28193863232,80.06527783363532,5154.407844927144,39017.87409370518,4.526810825564654,7.695578403459912,10.86434598135517
7,ali_cal_qatar1b-008.fit,2458040.2560069445,80.0,comp_8,comparison,26.888064991181313,531.6888950671796,54279.23863374989,73.33860523153417,5922.744835739131,48356.49379801076,5.070143506941748,8.619243961800972,12.168344416660196
8,ali_cal_qatar1b-009.fit,2458040.257037037,80.0,target,target,470.6219006089414,204.4025778615629,121390.25543094387,86.67617529799269,4653.0848142305,116737.17061671337,4.133763996394679,7.027398793870954,9.921033591347229
8,ali_cal_qatar1b-009.fit,2458040.257037037,80.0,comp_1,comparison,444.58874987071874,45.984263091747714,69935.36387672513,80.2784924707814,5230.140620954488,64705.22325577064,4.553885872670306,7.74160598353952,10.929326094408735
8,ali_cal_qatar1b-009.fit,2458040.257037037,80.0,comp_2,comparison,491.63720997930767,39.4811356770619,58381.701129472494,77.38038281893031,4759.439172213029,53622.26195725946,4.4247375611028215,7.522053853874796,10.619370146646771
8,ali_cal_qatar1b-009.fit,2458040.257037037,80.0,comp_3,comparison,150.81012053326333,112.02496252509731,77678.95130884515,80.7986288161963,5641.545006252556,72037.4063025926,4.7143529836127085,8.014400072141605,11.3144471606705
8,ali_cal_qatar1b-009.fit,2458040.257037037,80.0,comp_4,comparison,809.7013286636234,417.7782589303183,78368.42227341383,85.8147917132228,5597.089537868865,72771.33273554497,4.556434321387281,7.745938346358377,10.935442371329474
8,ali_cal_qatar1b-009.fit,2458040.257037037,80.0,comp_5,comparison,800.4718039726068,176.7261056148907,227034.0255130856,95.55527873504698,5345.824812489383,221688.2007005962,4.219928407122446,7.173878292108158,10.127828177093871
8,ali_cal_qatar1b-009.fit,2458040.257037037,80.0,comp_6,comparison,614.5273027835303,372.694257279865,46826.44761798043,78.57468114171314,5389.692738072946,41436.75487990749,4.672676916223256,7.943550757579536,11.214424598935816
8,ali_cal_qatar1b-009.fit,2458040.257037037,80.0,comp_7,comparison,818.2042494185712,138.19216902717574,43776.949252404804,85.27473165525234,5599.499237999408,38177.450014405396,4.571823733917665,7.77210034766003,10.972376961402395
8,ali_cal_qatar1b-009.fit,2458040.257037037,80.0,comp_8,comparison,27.47523939285919,532.5114045158105,54658.23512361329,74.35999342476603,6538.304261508798,48119.93086210449,5.2903932509471145,8.993668526610094,12.696943802273074
9,ali_cal_qatar1b-010.fit,2458040.2580671296,80.0,target,target,470.566982532522,203.53891307797485,120722.01331007727,85.42359437631232,4085.2054442762246,116636.80786580103,3.9016031570200456,6.6327253669340775,9.363847576848109
9,ali_cal_qatar1b-010.fit,2458040.2580671296,80.0,comp_1,comparison,444.5422943498694,45.2211880495455,68354.10067351355,80.0631869092434,4319.061149806974,64035.03952370657,4.14384310313061,7.0445332753220375,9.945223447513465
9,ali_cal_qatar1b-010.fit,2458040.2580671296,80.0,comp_2,comparison,491.60765116620524,38.677780506575104,58137.703079879204,82.45456330166823,4406.632380594676,53731.07069928453,4.124498275867364,7.011647068974518,9.898795862081672
9,ali_cal_qatar1b-010.fit,2458040.2580671296,80.0,comp_3,comparison,150.82950033604297,111.19557895878532,77221.35961098502,88.07346128103049,5468.416582816486,71752.94302816853,4.445630130591068,7.557571222004816,10.669512313418563
9,ali_cal_qatar1b-010.fit,2458040.2580671296,80.0,comp_4,comparison,809.795430531929,417.0165169702769,77998.61825612225,78.21760099363831,4445.53856456194,73553.07969156031,4.253388072539315,7.230759723316836,10.208131374094355
9,ali_cal_qatar1b-010.fit,2458040.2580671296,80.0,comp_5,comparison,800.3592846516815,175.8149736421365,228181.62699606593,97.99498649864995,4763.133456427481,223418.49353963844,3.933412648171876,6.686801501892189,9.440190355612502
9,ali_cal_qatar1b-010.fit,2458040.2580671296,80.0,comp_6,comparison,614.2500662657859,371.92710248749756,44866.145764303714,82.29855046415634,4656.546629871078,40209.59913443263,4.243859024706586,7.214560342001196,10.185261659295806
9,ali_cal_qatar1b-010.fit,2458040.2580671296,80.0,comp_7,comparison,818.0970865272942,137.52321331798217,44433.69965289024,84.76877373279979,5444.899690061681,38988.799962828554,4.521703227582076,7.686895486889529,10.852087746196982
9,ali_cal_qatar1b-010.fit,2458040.2580671296,80.0,comp_8,comparison,27.414091901733656,531.7376811796528,54112.11104565543,75.3431337197449,5764.876680030779,48347.23436562465,4.935125878497979,8.389713993446563,11.844302108395148
10,ali_cal_qatar1b-011.fit,2458040.2590972222,80.0,target,target,469.7829705334803,203.3877283809223,120330.68140830759,87.39038350506307,4311.7785382734455,116018.90287003414,3.9629762013521614,6.737059542298674,9.511142883245187
10,ali_cal_qatar1b-011.fit,2458040.2590972222,80.0,comp_1,comparison,443.8599320669387,45.18956452718677,68811.73691558819,83.93782843539474,4616.468033232587,64195.2688823556,4.184090940693159,7.11295459917837,10.041818257663582
10,ali_cal_qatar1b-011.fit,2458040.2590972222,80.0,comp_2,comparison,491.0620072303342,38.592214310109355,58363.976593979045,79.68175345361512,4607.3085571485735,53756.66803683047,4.290118335825466,7.293201170903291,10.296284005981118
10,ali_cal_qatar1b-011.fit,2458040.2590972222,80.0,comp_3,comparison,150.10167052879478,111.23557129562164,77074.23627862986,81.77895101005915,5148.258861084182,71925.97741754568,4.476457686876125,7.609978067689412,10.743498448502699
10,ali_cal_qatar1b-011.fit,2458040.2590972222,80.0,comp_4,comparison,809.029322454818,416.9770389099465,77458.17940055855,81.62541032836673,4771.363012005742,72686.8163885528,4.31353776554833,7.33301420143216,10.352490637315992
10,ali_cal_qatar1b-011.fit,2458040.2590972222,80.0,comp_5,comparison,799.6917866068968,175.82073681878327,228047.45053698123,95.07798105162257,4796.859796765684,223250.59074021553,4.007408367332758,6.8125942244656885,9.61778008159862
10,ali_cal_qatar1b-011.fit,2458040.2590972222,80.0,comp_6,comparison,613.7735449216686,372.0159490984408,46102.7584083714,80.32283749742382,4875.3316320139475,41227.42677635745,4.39549331665352,7.472338638310984,10.549183959968449
10,ali_cal_qatar1b-011.fit,2458040.2590972222,80.0,comp_7,comparison,817.5346551222717,137.47604403676965,43744.81487859487,84.71488065311152,5511.483840586382,38233.33103800849,4.550713361405661,7.736212714389623,10.921712067373585
10,ali_cal_qatar1b-011.fit,2458040.2590972222,80.0,comp_8,comparison,26.70228397505179,531.7183060241483,54177.69980642517,75.62026282014668,6227.54551049477,47950.1542959304,5.119934764322311,8.70388909934793,12.287843434373546
11,ali_cal_qatar1b-012.fit,2458040.260127315,80.0,target,target,470.58696989773006,203.670550213258,121079.4628554589,84.48907754985618,4166.437286151335,116913.02556930756,3.9619337027005868,6.735287294590997,9.508640886481407
11,ali_cal_qatar1b-012.fit,2458040.260127315,80.0,comp_1,comparison,444.58989955997293,45.1915254331098,68822.68584050679,80.65652499202767,4572.059562668459,64250.62627783833,4.247772509678715,7.221213266453815,10.194654023228916
11,ali_cal_qatar1b-012.fit,2458040.260127315,80.0,comp_2,comparison,491.53272147195963,38.73230241361022,58639.72571574393,80.07937619127097,4662.922770547986,53976.802945195945,4.3052049825550505,7.318848470343585,10.33249195813212
11,ali_cal_qatar1b-012.fit,2458040.260127315,80.0,comp_3,comparison,150.8093848007669,111.39573240433575,76618.99323196698,82.8297589255134,5264.285517474599,71354.70771449238,4.497814942861858,7.646285402865158,10.794755862868458
11,ali_cal_qatar1b-012.fit,2458040.260127315,80.0,comp_4,comparison,809.6233135627787,416.9735911328443,77807.75862822396,85.02602096922458,4874.403580756933,72933.35504746703,4.27178983490528,7.262042719338976,10.252295603772671
11,ali_cal_qatar1b-012.fit,2458040.260127315,80.0,comp_5,comparison,800.3608010053646,176.02451488199418,228144.52237314815,100.13812777585147,5192.773972592279,222951.74840055587,4.0627962192010045,6.9067535726417075,9.75071092608241
11,ali_cal_qatar1b-012.fit,2458040.260127315,80.0,comp_6,comparison,614.0840505702309,371.89624842614256,47226.50559988553,78.86509724448713,5245.636853360628,41980.8687465249,4.601312748226988,7.82223167198588,11.043150595744772
11,ali_cal_qatar1b-012.fit,2458040.260127315,80.0,comp_7,comparison,818.195453868188,137.43388542828214,44848.68914118533,82.30915772042442,5634.25832590415,39214.43081528118,4.667876556406102,7.9353901458903735,11.202903735374646
11,ali_cal_qatar1b-012.fit,2458040.260127315,80.0,comp_8,comparison,27.300803221939276,531.80430024866,54675.203774346905,75.03559296541705,6192.7827356760445,48482.42103867086,5.1254774373790335,8.713311643544356,12.30114584970968
12,ali_cal_qatar1b-013.fit,2458040.2611574074,80.0,target,target,470.44747423183804,204.00890569059314,121729.34262620856,85.56777232821963,4378.729522222776,117350.61310398579,4.035933580655854,6.861087087114952,9.68624059357405
12,ali_cal_qatar1b-013.fit,2458040.2611574074,80.0,comp_1,comparison,444.3921579669732,45.540244727278896,68702.16672920999,75.60140264980147,4238.363301001127,64463.80342820886,4.224343519255457,7.181383982734276,10.138424446213095
12,ali_cal_qatar1b-013.fit,2458040.2611574074,80.0,comp_2,comparison,491.48317723896395,38.976211483884555,58412.98252156231,79.84328090007332,4684.001436684256,53728.981084878054,4.321299687067654,7.346209468015012,10.37111924896237
12,ali_cal_qatar1b-013.fit,2458040.2611574074,80.0,comp_3,comparison,150.6538417214024,111.59774342899821,77670.17643606271,80.8296435088323,5427.317072512388,72242.85936355032,4.623089798365993,7.859252657222188,11.095415516078383
12,ali_cal_qatar1b-013.fit,2458040.2611574074,80.0,comp_4,comparison,809.5231174313208,417.33541025214487,77932.49122495874,82.21497562988898,4914.708329432798,73017.78289552593,4.362128671566969,7.415618741663848,10.469108811760726
12,ali_cal_qatar1b-013.fit,2458040.2611574074,80.0,comp_5,comparison,800.2908543885733,176.3065833322529,229311.64253046535,96.04359750315268,4965.6795457063145,224345.96298475904,4.056768252507613,6.896506029262942,9.73624380601827
12,ali_cal_qatar1b-013.fit,2458040.2611574074,80.0,comp_6,comparison,613.9801018682601,372.33489976807834,46702.79467083113,80.7809912382236,5044.096209390014,41658.69846144111,4.458226771423298,7.578985511419607,10.699744251415916
12,ali_cal_qatar1b-013.fit,2458040.2611574074,80.0,comp_7,comparison,818.1415998052628,137.8715478233171,44136.30029367272,81.7141521637909,5167.735419159627,38968.5648745131,4.486695119533551,7.627381703207036,10.768068286880522
12,ali_cal_qatar1b-013.fit,2458040.2611574074,80.0,comp_8,comparison,27.19765416455557,532.1597651606098,54538.264072411126,74.42504112813032,6371.357869132491,48166.90620327863,5.220132440822412,8.8742251493981,12.528317857973787
13,ali_cal_qatar1b-014.fit,2458040.2621875,80.0,target,target,470.20076576758106,204.07017195243623,120837.14118581824,90.17712292754811,4318.640369179111,116518.50081663913,3.9043648664876827,6.63742027302906,9.370475679570438
13,ali_cal_qatar1b-014.fit,2458040.2621875,80.0,comp_1,comparison,444.20009045942334,45.62903279925332,67894.9651151486,81.17561287486824,4469.897688376387,63425.06742677221,4.186596122432159,7.1172134081346705,10.047830693837183
13,ali_cal_qatar1b-014.fit,2458040.2621875,80.0,comp_2,comparison,491.4094296020256,39.220643915697714,58449.4155132098,83.34230927298461,4658.30369413533,53791.111819074475,4.217996334737466,7.170593769053691,10.123191203369917
13,ali_cal_qatar1b-014.fit,2458040.2621875,80.0,comp_3,comparison,150.4698198397582,111.68186940172379,76627.58226552936,84.20963537263577,5395.018678692616,71232.56358683674,4.515861840579027,7.676965128984346,10.838068417389664
13,ali_cal_qatar1b-014.fit,2458040.2621875,80.0,comp_4,comparison,809.5773062765492,417.390718400028,76911.44277631023,78.18790476679149,4321.670365781658,72589.77241052857,4.1945086568397,7.130664716627489,10.066820776415279
13,ali_cal_qatar1b-014.fit,2458040.2621875,80.0,comp_5,comparison,800.0775371886514,176.37435902581456,228559.3957360527,97.06087734110855,4836.361564849785,223723.03417120292,3.98256009569846,6.770352162687382,9.558144229676303
