source_id,role,x,y,flux,peak,sharpness,roundness1,roundness2,fwhm
target,target,470.49966584418956,203.9440744104383,78990.21135610758,11741.001344238379,0.6051361655470853,0.007519621884189536,-0.12872640503062452,4.0
comp_1,comparison,479.74055078015635,304.5781784967526,59585.47299299694,8094.286273596293,0.5457929106457147,0.3573704117886471,0.13042300792384193,4.0
comp_2,comparison,441.0065903665022,348.8417074389071,46917.11324463008,6574.733785959409,0.55353356714564,0.12180017691287687,0.051685733973958634,4.0
comp_3,comparison,444.5167368576684,45.6717098009526,42633.81590895079,6047.001927676746,0.563927214250896,0.19018545815066065,-0.10374421074705646,4.0
comp_4,comparison,534.9791186406161,318.952837293944,36166.637829061045,5429.157343397031,0.5824013679341166,0.1315736114386988,0.042941802256801866,4.0
comp_5,comparison,491.5768487369601,39.34793140729727,36274.49961298955,5194.374197051056,0.570899307480133,-0.24462192266751662,-0.05385302446838295,4.0
